Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
6,10,1,1,0,13,3,0,1,2,45,91,1,463,3,2.17,13.11,158.4,7,0.1,8.4,34,1.67,0,0,normal
9,8,0,1,0,18,0,0,7,4,65,94,1,118,3,2.54,14.57,155.6,3,0.09,5.6,36,0.89,0,0,normal
9,9,0,3,3,20,1,0,13,4,64,98,1,316,2,3.93,18.47,157.4,9,0.15,7.4,42,1,0,0,normal
6,11,1,1,2,13,1,0,4,3,44,68,1,194,2,2.74,12.94,146.5,13,0.17,-3.5,33,1.83,0,0,normal
7,11,0,2,1,16,1,0,15,2,41,96,0,188,1,2.16,15.26,153.8,5,0.12,3.8,37,1.57,0,0,normal
2,9,0,3,0,19,2,0,13,0,36,85,1,367,3,2.23,12.28,147.2,5,0.09,-2.8,35,4.5,0,0,normal
6,10,0,4,0,25,0,1,14,4,68,70,1,315,4,1.39,16.8,150.7,6,0.13,0.7,45,1.67,0,0,normal
2,10,1,1,2,18,3,1,10,4,44,68,1,286,0,3.2,14.2,158.3,14,0.03,8.3,35,5,0,1,normal
4,8,0,2,2,14,1,0,0,4,62,32,0,411,4,1.8,11.72,152.8,0,0.11,2.8,29,2,0,0,normal
3,15,1,1,2,19,2,0,19,4,68,51,0,471,3,1.62,14.71,148.7,13,0.02,-1.3,41,5,0,0,normal
6,11,0,0,1,22,3,0,13,4,35,38,0,361,0,2.31,15.07,154.7,10,0.09,4.7,42,1.83,0,0,normal
5,11,1,0,3,17,5,1,15,0,43,82,1,467,0,3.12,14.71,161.9,0,0.13,11.9,39,2.2,0,0,normal
3,13,1,2,4,25,2,0,3,3,38,86,2,372,3,1.63,13.71,134.6,5,0.06,-15.4,46,4.33,0,0,normal
10,14,0,0,4,14,2,1,16,1,66,72,0,103,2,2.78,17.1,153.9,7,0.1,3.9,40,1.4,0,0,normal
2,6,0,3,2,20,3,0,0,4,49,87,4,451,0,2.78,14.85,157.5,2,0.13,7.5,34,3,0,0,normal
2,15,1,2,1,22,3,0,7,3,58,63,1,198,1,2.05,11.58,157.2,4,0.06,7.2,45,7.5,0,0,normal
5,5,0,1,2,19,2,0,10,3,59,39,2,315,3,2.91,14.79,158.5,7,0,8.5,32,1,0,0,normal
7,11,1,1,4,16,1,1,11,2,43,43,0,315,3,2.24,16.83,150.4,13,0.11,0.4,37,1.57,0,0,normal
6,7,1,0,2,23,0,1,15,2,59,79,0,494,2,2.46,15.87,148.7,2,0.12,-1.3,37,1.17,0,0,normal
1,6,0,1,3,23,2,0,7,6,54,30,0,357,2,2.09,12.8,149.8,10,0.16,-0.2,33,6,0,0,normal
5,15,0,1,2,13,1,1,2,3,41,72,0,255,2,1.94,14.65,160.9,13,0.07,10.9,35,3,0,0,normal
3,10,0,1,4,24,1,1,12,0,50,62,0,372,3,3.18,13.79,155,2,0.11,5,39,3.33,0,0,normal
8,12,0,0,2,20,1,0,16,4,55,31,2,131,1,2.69,11.9,139.5,14,0.03,-10.5,41,1.5,0,0,normal
4,13,0,0,4,24,0,0,19,2,52,39,1,140,3,3.87,16.31,153.5,5,0.12,3.5,41,3.25,0,0,normal
6,12,1,0,3,21,2,0,19,5,40,31,3,281,2,3.38,13.35,154.1,8,0.04,4.1,42,2,0,0,normal
4,9,0,2,3,18,6,0,8,2,34,41,1,217,4,2.26,15.07,143.5,3,0.15,-6.5,39,2.25,0,0,normal
2,9,0,0,4,16,0,0,2,4,46,82,3,354,1,1.79,13.96,142.6,11,0.03,-7.4,27,4.5,0,0,normal
2,11,0,0,2,15,1,0,17,4,46,95,1,179,2,2.82,18.23,158.6,9,0.03,8.6,29,5.5,0,0,normal
4,13,0,0,0,11,1,0,12,1,40,75,3,111,1,2.55,15.21,150.4,10,0.01,0.4,29,3.25,0,0,normal
3,9,1,0,2,19,3,0,0,4,55,59,0,114,2,2.21,12.92,135.4,2,0.12,-14.6,35,3,0,0,normal
5,8,1,2,2,22,2,0,0,3,42,49,0,236,1,2.87,14.34,153.7,4,0.17,3.7,40,1.6,0,0,normal
8,12,1,1,2,23,7,0,1,3,47,95,1,109,2,2.21,14.4,153,3,0.13,3,52,1.5,0,0,normal
9,13,0,2,1,17,1,0,19,2,48,80,0,208,3,1.9,14.33,160.5,12,0.13,10.5,42,1.44,0,1,normal
6,7,0,0,1,25,0,0,1,3,36,73,1,237,3,2.78,14.52,141.5,5,0.13,-8.5,38,1.17,0,0,normal
6,10,0,0,4,22,0,0,9,2,49,51,0,321,0,2.65,16.65,160.1,4,0.04,10.1,38,1.67,0,0,normal
1,5,1,1,1,20,1,1,16,2,47,59,1,153,2,2.28,17.01,153.5,5,0.11,3.5,29,5,0,0,normal
8,9,0,1,0,19,0,0,5,1,47,36,1,498,2,4.1,15.72,138.9,0,0.08,-11.1,37,1.12,0,0,normal
5,9,0,2,4,18,2,1,3,5,43,80,1,239,1,2.44,12.58,159.2,8,0.08,9.2,36,1.8,0,0,normal
0,10,0,0,4,21,1,0,1,11,49,52,1,254,0,3.39,20.09,156.9,6,0.09,6.9,32,0,0,0,normal
4,11,0,0,1,21,0,0,0,4,47,69,2,407,5,2.37,14.18,148.3,3,0.07,-1.7,36,2.75,0,0,normal
3,7,0,0,3,20,0,0,3,2,45,83,0,317,0,4.29,14.68,148.8,2,0.18,-1.2,30,2.33,0,0,normal
10,7,0,3,4,23,2,1,0,5,33,87,1,106,3,3.09,13.9,153.1,6,0.04,3.1,45,0.7,0,0,normal
8,6,0,2,2,17,0,0,16,3,32,59,1,271,3,1.16,12.37,134.3,11,0.05,-15.7,33,0.75,0,0,normal
9,13,1,2,2,18,2,0,7,3,41,42,0,190,0,2.06,15.3,147.5,1,0.07,-2.5,45,1.44,0,0,normal
3,9,0,0,2,21,0,0,0,3,68,74,0,424,2,3.47,12.91,160.8,5,0.07,10.8,33,3,0,0,normal
4,8,1,1,2,18,3,0,4,1,55,32,1,129,1,2.18,13.82,135,10,0.15,-15,35,2,0,0,normal
3,14,1,1,3,24,2,0,0,1,44,93,0,249,2,2.85,14.7,149.6,7,0.18,-0.4,45,4.67,0,0,normal
9,8,0,1,0,13,4,0,6,1,67,49,0,358,3,2.08,15.03,156.1,13,0.08,6.1,35,0.89,0,0,normal
1,12,0,2,4,18,0,0,8,1,47,41,0,322,1,3.39,13.28,146.1,9,0.03,-3.9,33,12,0,0,normal
4,4,0,0,3,29,0,0,11,2,36,46,2,205,0,1.13,16.6,156.4,3,0.05,6.4,37,1,0,0,normal
1,7,0,0,4,19,5,0,6,2,49,91,0,213,3,2.69,13.57,144.9,13,0.06,-5.1,32,7,0,0,normal
1,9,0,1,1,24,1,1,6,3,33,77,1,225,1,1.67,15.64,159,7,0.12,9,36,9,0,0,normal
5,9,1,1,2,16,3,0,3,4,35,96,1,493,1,1.93,15.58,157.5,14,0.18,7.5,35,1.8,0,0,normal
8,8,0,0,1,16,2,0,17,0,60,42,0,180,1,1.99,13.95,152,2,0.11,2,34,1,0,0,normal
3,7,0,0,4,15,2,0,10,2,55,96,0,151,2,2.78,14.69,153.1,6,0.17,3.1,27,2.33,0,0,normal
5,7,0,1,1,24,7,0,12,3,56,87,1,336,2,1.43,13.85,148,9,0.11,-2,44,1.4,0,0,normal
5,13,0,1,1,19,1,0,19,5,50,47,1,465,2,2.55,14.74,150.9,3,0.01,0.9,39,2.6,0,0,normal
4,8,0,3,3,22,1,0,5,4,33,43,2,375,3,1.11,13.92,152.2,3,0.08,2.2,38,2,0,0,normal
5,9,0,1,3,25,2,0,0,1,57,85,1,152,1,1.44,15.93,149.2,12,0.06,-0.8,42,1.8,0,0,normal
3,13,0,1,4,17,2,0,12,4,65,89,1,277,2,2.65,11.15,156.8,10,0.14,6.8,36,4.33,0,0,normal
8,5,1,1,4,25,1,0,6,2,30,48,1,230,3,1.6,12.38,141.3,14,0.08,-8.7,41,0.62,0,0,normal
4,11,0,2,1,20,0,1,13,1,47,38,2,329,1,1,13.51,155.2,13,0.04,5.2,37,2.75,0,0,normal
3,13,0,1,2,22,4,0,4,4,64,76,1,342,0,2.37,13.85,154,1,0.17,4,43,4.33,0,0,normal
7,4,1,0,2,14,2,0,5,4,62,44,2,256,2,2.75,14.06,149.7,4,0.12,-0.3,28,0.57,0,0,normal
2,5,0,1,2,18,2,0,10,5,54,50,2,212,2,2.25,14.31,155.9,11,0.12,5.9,28,2.5,0,0,normal
3,11,1,4,4,18,1,0,19,4,51,73,2,351,0,1.37,14.22,161,7,0.12,11,38,3.67,0,0,normal
3,11,0,2,0,18,3,0,19,3,37,47,0,279,0,1.15,15.99,161.7,3,0.12,11.7,37,3.67,0,0,normal
2,4,0,1,3,21,3,0,18,2,61,66,0,465,4,2.83,13.62,156,8,0.17,6,31,2,0,0,normal
3,10,1,0,3,16,3,0,14,4,30,45,1,359,0,3.55,13.59,158.2,14,0.1,8.2,33,3.33,0,0,normal
2,16,0,3,1,27,2,0,12,3,30,99,2,349,0,2.73,16.5,158.8,7,0.13,8.8,50,8,0,0,normal
3,9,0,2,1,17,1,1,12,2,51,68,2,407,1,1.65,14.23,157.8,4,-0.03,7.8,32,3,0,0,normal
6,9,1,1,0,13,0,1,13,4,36,56,0,330,1,2.91,14.5,156.5,6,0.09,6.5,30,1.5,0,0,normal
3,6,0,0,2,23,2,0,0,3,34,52,3,225,3,2.55,13.32,157.9,2,0.01,7.9,34,2,0,1,normal
9,6,1,0,3,16,0,0,16,4,41,68,2,141,1,1.21,17.3,140.5,1,0.06,-9.5,32,0.67,0,0,normal
5,10,0,1,2,24,2,0,19,1,42,79,0,157,2,1.48,15.3,138.4,7,0.18,-11.6,42,2,0,0,normal
6,16,0,1,1,20,1,1,4,2,67,41,0,355,3,3.84,13.51,147.2,5,0.05,-2.8,44,2.67,0,1,normal
5,20,0,1,2,20,3,0,12,5,64,56,0,257,1,3.01,12.97,154.3,10,0.04,4.3,49,4,0,0,normal
2,10,0,0,5,21,2,0,14,1,59,41,1,401,2,2.93,15.51,159.9,5,0.03,9.9,35,5,0,0,normal
7,14,0,4,2,14,5,1,14,2,56,45,3,207,2,1.39,13.31,134.4,5,0.1,-15.6,44,2,0,0,normal
3,8,0,1,2,28,2,0,10,5,65,61,2,439,2,2.26,14.04,155,9,0.09,5,42,2.67,0,0,normal
3,10,0,0,3,18,1,0,11,4,55,53,1,138,2,1.6,13.76,139.6,6,0.1,-10.4,32,3.33,0,0,normal
7,10,1,1,2,13,2,1,18,2,66,98,2,447,2,3.14,15.49,161.3,12,0.08,11.3,34,1.43,0,0,normal
4,7,0,0,3,17,4,0,13,2,42,45,2,171,1,1.2,15.82,140.7,12,0.09,-9.3,32,1.75,0,0,normal
9,9,0,0,0,24,1,1,4,0,48,92,0,120,0,1.66,13.41,154.8,5,0.14,4.8,43,1,0,0,normal
5,9,0,0,3,18,0,0,0,7,50,33,0,121,2,1.75,13.64,150.9,2,0.1,0.9,32,1.8,0,0,normal
9,10,0,0,0,23,1,0,11,3,65,40,2,290,0,2.09,14.39,152.8,6,0.12,2.8,43,1.11,0,0,normal
4,5,1,5,1,17,2,0,11,5,46,52,0,110,0,3.38,15.19,153.2,10,0.13,3.2,34,1.25,0,0,normal
7,6,1,1,3,21,2,0,5,4,44,62,0,444,5,2.32,14.92,155,7,0.13,5,38,0.86,0,0,normal
5,10,0,2,3,22,3,0,15,2,57,53,2,338,3,1.16,15.86,155.7,8,0.14,5.7,42,2,0,0,normal
5,10,0,3,0,15,5,0,4,4,63,95,1,469,3,2.66,12.76,158.1,4,0.08,8.1,38,2,0,0,normal
8,11,1,2,3,19,1,0,15,2,53,32,1,324,0,1.82,14.93,146.8,1,0.1,-3.2,42,1.38,0,0,normal
4,7,1,2,2,18,2,1,6,4,65,56,0,188,3,3.29,15.16,151,14,0,1,34,1.75,0,0,normal
4,11,1,0,1,25,0,1,3,0,36,38,0,271,1,4.99,13.28,148,5,0.03,-2,41,2.75,0,0,normal
5,17,1,2,1,14,0,1,3,2,46,54,1,160,3,1.98,16.43,146,14,0.05,-4,39,3.4,0,0,normal
5,9,0,0,2,18,0,0,10,5,30,47,0,244,1,2.59,15.75,157.3,4,0.12,7.3,32,1.8,0,0,normal
7,9,0,1,0,21,2,0,6,2,35,88,0,424,3,3.04,13.01,154.4,6,0.09,4.4,40,1.29,0,0,normal
5,15,0,1,1,16,1,0,0,4,33,59,1,405,0,3.47,15.37,148.3,3,0.1,-1.7,38,3,0,0,normal
1,9,0,0,0,17,1,0,13,3,65,70,1,431,1,1.98,14.16,160.8,7,0.14,10.8,28,9,0,0,normal
5,13,1,1,2,19,1,0,9,4,50,81,1,111,3,1.78,11.9,150.2,4,0.09,0.2,40,2.6,0,0,normal
4,12,0,0,3,22,0,1,12,6,30,83,0,162,2,1.43,13.81,135.4,2,0.17,-14.6,38,3,0,0,normal
3,9,0,3,2,15,1,0,11,5,43,34,0,456,2,2.62,15.47,160.5,3,0.18,10.5,31,3,0,0,normal
10,9,0,0,1,20,1,0,6,2,30,58,0,138,5,2.1,15.99,150.7,10,0.07,0.7,40,0.9,0,0,normal
4,12,0,0,0,28,1,0,0,2,57,99,0,467,0,2.68,17.89,144.1,0,0.14,-5.9,45,3,0,0,normal
7,10,0,1,5,16,0,0,15,1,32,41,1,182,3,1.14,12.07,147.1,5,0.07,-2.9,34,1.43,0,0,normal
9,17,0,1,3,22,4,0,1,1,52,86,2,175,1,1.68,16.86,160,13,0.14,10,53,1.89,0,0,normal
7,8,0,2,1,23,2,0,5,3,44,96,0,460,2,1.53,14.54,152.1,4,0.15,2.1,42,1.14,0,0,normal
3,10,0,1,1,24,6,0,19,2,51,65,1,250,2,1.94,13.96,153.3,10,0.07,3.3,44,3.33,0,0,normal
6,10,1,0,1,23,1,0,14,4,47,96,2,424,2,2.35,11.83,146.1,3,0.05,-3.9,41,1.67,0,0,normal
1,6,0,0,1,12,1,0,5,2,45,61,0,346,3,2.07,15.26,152.9,7,0.07,2.9,20,6,0,0,normal
8,17,0,0,3,25,2,1,2,6,66,84,1,199,1,3,15.71,138,11,0.03,-12,52,2.12,0,0,normal
4,8,0,1,0,22,0,1,7,2,65,92,2,405,1,2.39,13.57,149.5,11,0.16,-0.5,35,2,0,0,normal
2,10,1,1,2,12,4,0,8,2,50,31,2,377,3,2.49,13.7,161.8,12,0.17,11.8,30,5,0,0,normal
4,5,1,2,4,25,4,0,9,2,54,71,1,345,2,2.51,14.78,140.7,8,0.13,-9.3,41,1.25,0,0,normal
5,14,0,0,3,25,3,0,11,3,55,62,0,271,4,3.3,11.96,154.7,14,0.06,4.7,47,2.8,0,0,normal
3,13,1,3,2,19,3,0,16,2,41,95,1,457,0,2.04,13.34,136.3,10,0.1,-13.7,42,4.33,0,0,normal
6,16,0,1,2,24,4,0,8,2,62,96,1,398,3,2.61,14.06,156.5,8,0.13,6.5,51,2.67,0,0,normal
6,6,0,1,0,11,0,0,15,2,56,77,0,357,8,2.01,11.74,144.1,0,0.12,-5.9,24,1,0,0,normal
5,10,0,0,5,17,0,1,19,5,60,41,0,481,3,1.53,13,158.8,10,0.14,8.8,32,2,0,0,normal
1,17,0,0,1,20,4,0,7,2,49,30,1,475,3,1.38,13.12,158.4,14,0.07,8.4,42,17,0,0,normal
3,9,1,0,3,21,1,1,5,3,41,73,1,456,1,3.74,13.71,142.8,14,-0.05,-7.2,35,3,0,0,normal
4,11,1,0,0,26,1,0,14,2,39,64,0,195,2,2.32,12.98,158.1,1,0.03,8.1,43,2.75,0,0,normal
12,8,1,2,0,22,3,0,9,4,54,52,3,274,2,2.32,14.59,152.7,7,0.08,2.7,48,0.67,0,0,normal
7,8,0,1,3,21,3,0,0,2,62,36,0,465,1,1.24,13.5,144.8,1,0.11,-5.2,40,1.14,0,0,normal
4,6,0,2,1,20,2,0,7,3,51,74,2,362,0,1.94,13,154.2,8,0.13,4.2,34,1.5,0,0,normal
4,9,0,1,5,15,3,1,5,4,65,95,0,102,1,2.16,16.63,146.1,7,0.02,-3.9,32,2.25,0,0,normal
5,7,0,1,3,17,1,0,14,3,30,42,0,360,1,1.89,14.7,156.5,5,0.08,6.5,31,1.4,0,0,normal
4,13,1,0,1,17,1,0,12,1,45,90,1,197,1,2.53,14.69,157.8,12,0.15,7.8,36,3.25,0,0,normal
3,11,1,1,3,24,4,0,18,3,57,32,0,365,0,2.26,13.82,161.8,3,0.02,11.8,44,3.67,0,0,normal
5,10,0,1,4,17,2,0,1,2,55,76,1,407,3,3.69,13.66,147.5,9,0.17,-2.5,35,2,0,0,normal
4,16,0,0,2,16,2,1,12,6,37,96,0,458,0,1.48,14.73,135.5,8,0.05,-14.5,38,4,0,0,normal
6,5,1,3,1,25,4,0,7,3,34,55,1,386,2,1.43,13.69,139.8,5,0.1,-10.2,44,0.83,0,0,normal
7,6,1,1,3,24,1,1,3,2,31,35,1,419,0,2.07,11.01,153.5,7,-0.01,3.5,40,0.86,0,0,normal
5,15,0,0,1,14,3,0,8,2,49,89,0,134,3,3.08,16.12,138.8,0,0.1,-11.2,37,3,0,0,normal
7,10,1,0,1,8,2,0,1,1,46,35,1,235,0,1,12.08,153.9,7,0.06,3.9,28,1.43,0,0,normal
2,6,0,1,1,19,4,0,5,1,58,68,2,312,2,1.33,14.34,160.8,7,0.11,10.8,32,3,0,0,normal
7,7,0,2,1,24,1,0,5,4,31,90,3,454,0,2.55,15.32,153.1,1,-0.01,3.1,41,1,0,0,normal
7,6,0,1,1,18,2,0,6,5,52,91,0,492,3,1.11,17.05,146.6,14,0.03,-3.4,34,0.86,0,0,normal
4,11,1,0,1,8,1,0,0,4,58,70,1,181,2,2.34,16.33,161.1,10,0.05,11.1,25,2.75,0,0,normal
4,9,1,0,4,25,3,0,10,3,35,82,4,141,3,3.36,15.09,153.9,13,0.06,3.9,42,2.25,0,0,normal
3,7,0,2,2,17,0,0,6,7,53,30,2,197,1,2.03,14.83,147.1,11,0.12,-2.9,29,2.33,0,0,normal
2,6,1,3,1,19,3,0,16,2,46,93,3,407,3,2.58,19.43,157.8,11,0.02,7.8,34,3,0,0,normal
3,9,1,1,1,16,3,0,16,4,49,81,2,460,0,2.96,13.92,146.4,6,0.02,-3.6,33,3,0,0,normal
2,10,1,3,5,20,1,1,12,6,47,96,0,151,0,3.86,14.62,149.9,4,0.16,-0.1,37,5,0,0,normal
6,8,1,0,2,20,3,0,9,3,38,46,0,213,2,1.59,16.23,141.4,13,0.12,-8.6,38,1.33,0,0,normal
3,9,0,0,3,18,3,0,1,1,65,42,2,257,1,2.56,16.68,139,14,0.1,-11,33,3,0,0,normal
4,6,0,0,1,23,2,0,14,0,59,50,0,457,2,3.05,15.44,158.2,1,0.14,8.2,35,1.5,0,0,normal
3,12,0,2,1,22,1,0,17,3,53,77,2,184,1,1.93,15.1,151.1,8,0.06,1.1,40,4,0,0,normal
2,9,0,3,3,21,2,0,16,4,47,89,2,416,2,2.98,17.59,151.7,13,0.16,1.7,37,4.5,0,0,normal
3,8,1,3,2,24,0,0,13,0,36,83,2,204,0,1.3,15.59,159.1,5,0.1,9.1,39,2.67,0,0,normal
4,11,1,1,3,20,4,0,3,1,60,35,1,357,3,1.8,14.22,160.9,10,0.06,10.9,41,2.75,0,0,normal
6,14,0,0,0,24,1,0,18,1,51,77,1,203,0,2.73,13.24,141.5,4,0.09,-8.5,45,2.33,0,0,normal
4,7,0,0,1,16,2,0,5,5,39,54,1,130,0,1.78,12.57,160.6,4,0.12,10.6,29,1.75,0,0,normal
5,11,0,2,3,18,2,1,0,3,68,50,0,418,0,1.7,13.84,142.2,10,0.11,-7.8,38,2.2,0,0,normal
4,4,1,2,3,17,2,1,15,2,69,40,1,172,1,1.75,15.9,156.6,6,0.1,6.6,30,1,0,0,normal
4,7,1,1,4,24,1,0,13,0,37,69,1,443,0,3.37,12.57,150.6,5,0.11,0.6,38,1.75,0,0,normal
6,7,1,1,3,16,4,1,9,1,37,60,2,362,3,3.34,12.76,147,9,0.17,-3,35,1.17,0,0,normal
5,11,1,1,3,29,1,0,10,4,35,88,2,281,1,1.83,15.13,141.8,0,0.08,-8.2,48,2.2,0,0,normal
5,5,1,5,0,19,4,0,11,3,54,86,1,242,0,3.92,15.53,157.3,11,0.11,7.3,39,1,0,0,normal
10,10,1,1,6,23,0,0,14,6,58,49,1,436,1,2.18,17.39,149.4,9,0.18,-0.6,45,1,0,0,normal
7,12,0,1,1,22,5,0,17,3,66,32,0,211,2,1.29,15.47,149.5,9,0.11,-0.5,47,1.71,0,0,normal
8,11,1,2,3,28,0,0,4,2,40,67,1,225,5,2.47,15.2,160.3,7,0.12,10.3,50,1.38,0,0,normal
6,13,1,1,2,22,3,0,7,2,62,97,2,381,1,2.87,14.79,147.6,8,0.09,-2.4,46,2.17,0,0,normal
4,7,0,0,3,16,2,0,13,4,66,81,0,212,2,2.05,16.08,161.1,13,0.01,11.1,29,1.75,0,0,normal
5,7,0,1,2,22,3,0,0,5,67,88,3,430,1,1.13,13.51,150.6,0,0.04,0.6,38,1.4,0,0,normal
8,12,0,2,2,18,3,0,13,3,31,96,0,402,1,3.11,15.69,143.3,5,0.07,-6.7,43,1.5,0,0,normal
4,10,1,2,3,13,4,0,11,1,39,79,1,322,1,1.33,15.11,160.7,11,0.13,10.7,34,2.5,0,0,normal
1,11,1,1,2,16,1,0,12,7,36,87,1,413,1,1.95,14.95,161.3,0,0.13,11.3,31,11,0,0,normal
6,12,0,0,1,25,4,0,13,3,55,40,1,111,2,1.49,13.9,143.3,3,0.01,-6.7,47,2,0,0,normal
5,3,1,2,3,19,2,0,2,7,43,95,4,233,3,2.98,15.76,153.4,8,0.14,3.4,32,0.6,0,0,normal
1,11,0,4,4,20,2,1,5,2,62,78,1,373,3,2.38,14.37,149.8,4,0.03,-0.2,38,11,0,0,normal
4,5,1,1,0,22,2,0,1,6,51,32,1,110,3,2.41,18.83,150.3,7,0.09,0.3,35,1.25,0,0,normal
4,7,0,0,1,19,2,0,16,3,66,55,0,256,1,1.23,12.54,153.9,5,0.02,3.9,32,1.75,0,0,normal
2,7,0,1,0,25,2,0,5,4,53,71,1,436,1,2.06,14.21,153.1,0,0.05,3.1,37,3.5,0,1,normal
7,12,0,0,1,28,1,0,19,2,32,70,1,375,2,3.19,15.62,158.1,5,0.11,8.1,48,1.71,0,0,normal
3,16,0,2,2,27,1,0,2,3,42,61,2,235,1,3.38,12.36,155.9,7,0.07,5.9,49,5.33,0,0,normal
5,7,0,1,1,19,0,1,12,4,46,86,0,403,1,1.73,11.65,155.8,10,0.02,5.8,32,1.4,0,0,normal
8,8,0,0,1,17,0,0,18,0,57,41,2,468,3,2.52,14.07,150.2,1,0.09,0.2,33,1,0,0,normal
4,13,0,1,1,27,2,0,7,1,39,61,0,192,4,2.77,15.1,153.9,0,0.17,3.9,47,3.25,0,0,normal
3,6,0,1,2,19,0,0,9,4,62,88,0,405,3,1.75,13.7,159.1,9,0.08,9.1,29,2,0,0,normal
5,7,1,0,1,25,0,1,16,2,48,38,1,238,1,1.38,14.55,155.1,1,0.13,5.1,38,1.4,0,0,normal
6,13,0,3,3,20,3,1,10,1,39,86,1,406,0,2.39,15.36,150.1,6,0.02,0.1,45,2.17,0,0,normal
7,10,0,0,4,19,5,1,17,2,35,83,0,243,3,1.54,16.28,160.8,4,0.02,10.8,41,1.43,0,0,normal
7,4,0,0,1,16,0,0,0,3,36,74,0,336,4,1.43,13.8,160,6,0.08,10,27,0.57,0,0,normal
1,9,0,2,3,18,1,0,5,1,33,66,1,376,4,1.54,14.13,159.6,5,0.16,9.6,31,9,0,0,normal
4,9,1,0,1,25,2,1,8,2,44,41,1,265,2,2.51,15.02,143.1,13,0.01,-6.9,41,2.25,0,0,normal
6,14,0,0,3,18,3,0,19,4,56,35,1,482,3,3.47,13.88,159.4,13,0.05,9.4,41,2.33,0,0,normal
3,13,0,1,1,28,2,0,17,2,65,54,0,310,3,3.06,12.55,152.8,2,0.05,2.8,47,4.33,0,0,normal
9,16,0,1,2,17,3,0,13,6,52,59,0,228,2,2.5,17.45,154.8,7,0.15,4.8,46,1.78,0,0,normal
2,14,1,1,0,16,2,1,5,4,48,49,1,441,2,1.83,13.87,159.1,3,0.14,9.1,36,7,0,0,normal
1,12,1,0,2,24,1,0,18,4,45,51,0,426,1,2.06,14.38,157.5,2,0.08,7.5,39,12,0,0,normal
3,10,0,2,1,23,2,0,19,4,65,36,5,211,0,2.92,19.09,143.2,10,0.1,-6.8,40,3.33,0,0,normal
5,9,0,1,1,20,5,0,19,3,44,85,0,298,2,1.15,15.59,145.5,6,0.1,-4.5,40,1.8,0,0,normal
5,13,1,0,2,26,2,0,7,3,47,49,1,193,3,1.86,12.98,154.8,11,0.08,4.8,47,2.6,0,0,normal
6,10,0,0,0,14,1,0,0,5,67,67,0,362,1,1.54,14.5,153.6,13,0.11,3.6,31,1.67,0,0,normal
9,8,0,0,2,14,2,0,13,2,52,61,1,171,3,1.83,16.23,138.6,11,0.11,-11.4,33,0.89,0,0,normal
5,9,0,0,2,17,2,1,12,5,65,71,2,430,3,1.6,13.47,152,14,0.06,2,33,1.8,0,0,normal
4,16,1,1,3,23,2,1,19,4,45,97,3,415,1,1.24,16.31,156.3,0,0.13,6.3,47,4,0,0,normal
7,8,0,1,2,6,3,0,2,3,53,60,1,180,0,1.51,17.12,144.9,8,0.17,-5.1,25,1.14,0,0,normal
10,11,0,0,0,25,5,0,8,0,59,70,0,180,3,4.09,15.39,130.4,12,0.12,-19.6,51,1.1,0,0,normal
7,10,0,1,2,30,3,0,1,3,62,97,3,121,1,1.07,13.02,149.3,7,0,-0.7,51,1.43,0,0,normal
3,11,0,1,4,23,1,0,4,2,47,58,1,241,3,2.43,15.81,140.5,13,0.03,-9.5,39,3.67,0,0,normal
4,11,0,0,4,14,3,0,4,3,50,99,1,419,4,2.41,14.03,148.8,4,0.1,-1.2,32,2.75,0,0,normal
7,10,1,1,2,17,2,0,0,1,41,98,2,348,2,2.52,11.24,148.5,7,0.02,-1.5,38,1.43,0,0,normal
7,15,1,0,1,28,1,0,4,4,55,49,1,479,3,1.99,14.62,155.5,4,0.14,5.5,52,2.14,0,1,normal
3,14,1,0,3,13,0,0,16,4,39,84,1,460,3,1.89,14.1,144.1,11,0.11,-5.9,31,4.67,0,0,normal
6,17,1,1,1,20,3,0,12,1,38,72,1,213,3,2.54,12.08,160.6,12,0.15,10.6,48,2.83,0,0,normal
6,15,0,0,0,19,1,0,15,4,59,76,1,237,4,2.03,13.93,144,5,0.08,-6,41,2.5,0,0,normal
4,6,1,1,1,24,4,0,16,3,60,49,1,131,2,3.4,15.14,149,8,0.08,-1,40,1.5,0,0,normal
6,10,0,1,1,27,1,0,16,3,61,85,0,414,3,2.11,12.74,132.6,10,0.09,-17.4,45,1.67,0,0,normal
5,8,0,0,1,22,2,0,8,2,55,46,0,379,3,3.41,16.95,158.2,11,0.17,8.2,37,1.6,0,0,normal
1,7,0,0,1,19,2,0,6,2,44,58,1,262,2,2.14,12.59,134.8,1,0.03,-15.2,29,7,0,0,normal
12,11,0,2,2,20,1,0,10,2,48,99,0,116,2,1.63,13.4,146.3,8,0.17,-3.7,46,0.92,0,0,normal
5,5,0,1,2,17,1,0,16,1,51,97,0,304,2,3.6,16.07,146.1,5,0.1,-3.9,29,1,0,0,normal
4,12,0,2,3,29,0,0,2,3,38,65,1,370,2,1.17,17.1,157.8,7,0.08,7.8,47,3,0,0,normal
7,10,0,1,3,22,4,1,12,2,68,70,1,274,2,1.27,15.1,150.5,0,0.03,0.5,44,1.43,0,0,normal
1,11,0,0,3,13,3,0,10,3,65,96,1,270,2,3.06,15.13,142.8,10,0.04,-7.2,28,11,0,0,normal
